iter	Passed	Remaining
545	2210	1838
546	2214	1833
547	2217	1829
548	2222	1825
549	2225	1821
550	2229	1816
551	2233	1812
552	2236	1807
553	2242	1805
554	2245	1800
555	2250	1796
556	2254	1792
557	2257	1788
558	2262	1784
559	2266	1781
560	2271	1777
561	2274	1773
562	2280	1769
563	2283	1765
564	2287	1761
565	2291	1757
566	2296	1753
567	2301	1750
568	2308	1748
569	2316	1747
570	2320	1743
571	2325	1740
572	2329	1736
573	2334	1732
574	2337	1728
575	2341	1723
576	2346	1719
577	2350	1715
578	2354	1712
579	2358	1708
580	2363	1704
581	2366	1699
582	2371	1696
583	2375	1692
584	2380	1688
585	2384	1684
586	2388	1680
587	2392	1676
588	2396	1671
589	2399	1667
590	2403	1663
591	2408	1659
592	2411	1655
593	2415	1650
594	2419	1646
595	2422	1642
596	2427	1638
597	2431	1634
598	2435	1630
599	2439	1626
600	2442	1621
601	2447	1617
602	2451	1613
603	2455	1609
604	2458	1605
605	2464	1602
606	2469	1599
607	2476	1596
608	2481	1593
609	2488	1590
610	2492	1586
611	2496	1582
612	2503	1580
613	2507	1576
614	2512	1573
615	2522	1572
616	2527	1568
617	2534	1566
618	2539	1563
619	2544	1559
620	2552	1557
621	2556	1553
622	2568	1554
623	2571	1549
624	2576	1545
625	2582	1542
626	2586	1538
627	2591	1534
628	2596	1531
629	2600	1527
630	2609	1526
631	2614	1522
632	2618	1518
633	2624	1515
634	2631	1512
635	2634	1508
636	2642	1505
637	2647	1502
638	2653	1499
639	2659	1495
640	2663	1491
641	2669	1488
642	2675	1485
643	2679	1481
644	2687	1479
645	2691	1474
646	2694	1470
647	2699	1466
648	2706	1463
649	2711	1459
650	2716	1456
651	2721	1452
652	2725	1448
653	2728	1443
654	2735	1440
655	2740	1436
656	2743	1432
657	2750	1429
658	2754	1425
659	2757	1420
660	2765	1418
661	2770	1414
662	2774	1410
663	2780	1407
664	2785	1403
665	2789	1398
666	2796	1396
667	2801	1392
668	2808	1389
669	2813	1385
670	2817	1381
671	2822	1377
672	2828	1374
673	2832	1370
674	2840	1367
675	2844	1363
676	2849	1359
677	2856	1356
678	2860	1352
679	2865	1348
680	2872	1345
681	2877	1341
682	2882	1337
683	2889	1334
684	2893	1330
685	2898	1326
686	2903	1322
687	2908	1318
688	2914	1315
689	2919	1311
690	2923	1307
691	2927	1303
692	2933	1299
693	2937	1295
694	2941	1291
695	2948	1287
696	2954	1284
697	2958	1280
698	2964	1276
699	2968	1272
700	2973	1268
701	2980	1265
702	2984	1260
703	2989	1257
704	2996	1253
705	3000	1249
706	3005	1245
707	3010	1241
708	3015	1237
709	3020	1233
710	3026	1230
711	3030	1225
712	3036	1222
713	3042	1218
714	3046	1214
715	3053	1211
716	3058	1207
717	3062	1202
718	3066	1198
719	3072	1194
720	3077	1190
721	3083	1187
722	3087	1183
723	3092	1178
724	3099	1175
725	3105	1171
726	3110	1168
727	3116	1164
728	3121	1160
729	3126	1156
730	3136	1154
731	3140	1149
732	3149	1147
733	3153	1142
734	3157	1138
735	3162	1134
736	3165	1129
737	3169	1125
738	3175	1121
739	3178	1116
740	3183	1112
741	3187	1108
742	3191	1104
743	3195	1099
744	3200	1095
745	3204	1091
746	3209	1087
747	3213	1082
748	3217	1078
749	3221	1073
750	3226	1069
751	3230	1065
752	3235	1061
753	3239	1056
754	3243	1052
755	3248	1048
756	3252	1043
757	3256	1039
758	3260	1035
759	3265	1031
760	3269	1026
761	3273	1022
762	3277	1017
763	3282	1013
764	3285	1009
765	3289	1004
766	3293	1000
767	3297	996
768	3301	991
769	3305	987
770	3309	983
771	3314	978
772	3318	974
773	3322	970
774	3326	965
775	3330	961
776	3334	956
777	3338	952
778	3342	948
779	3347	944
780	3351	939
781	3355	935
782	3359	931
783	3363	926
784	3367	922
785	3371	917
786	3375	913
787	3378	908
788	3382	904
789	3386	900
790	3389	895
791	3393	891
792	3397	886
793	3400	882
794	3405	878
795	3408	873
796	3412	869
797	3416	864
798	3420	860
799	3423	855
800	3427	851
801	3430	846
802	3434	842
803	3438	838
804	3442	833
805	3446	829
806	3449	825
807	3453	820
808	3457	816
809	3461	811
810	3464	807
811	3468	803
812	3471	798
813	3475	794
814	3479	789
815	3483	785
816	3486	781
817	3490	776
818	3494	772
819	3498	768
820	3502	763
821	3506	759
822	3510	754
823	3514	750
824	3517	746
825	3521	741
826	3525	737
827	3528	733
828	3534	729
829	3538	724
830	3542	720
831	3548	716
832	3552	712
833	3555	707
834	3558	703
835	3562	698
836	3566	694
837	3570	690
838	3573	685
839	3577	681
840	3581	677
841	3584	672
842	3588	668
843	3592	663
844	3595	659
845	3599	655
846	3602	650
847	3606	646
848	3610	642
849	3613	637
850	3617	633
851	3621	629
852	3624	624
853	3628	620
854	3632	616
855	3635	611
856	3639	607
857	3643	603
858	3647	598
859	3651	594
860	3655	590
861	3658	585
862	3662	581
863	3665	577
864	3669	572
865	3673	568
866	3676	564
867	3681	559
868	3685	555
869	3688	551
870	3692	546
871	3696	542
872	3700	538
873	3704	534
874	3708	529
875	3711	525
876	3715	521
877	3719	516
878	3723	512
879	3727	508
880	3731	503
881	3735	499
882	3739	495
883	3743	491
884	3748	487
885	3751	482
886	3755	478
887	3759	474
888	3763	469
889	3767	465
890	3770	461
891	3775	457
892	3778	452
893	3782	448
894	3786	444
895	3790	439
896	3795	435
897	3798	431
898	3802	427
899	3806	422
900	3809	418
901	3814	414
902	3817	410
903	3821	405
904	3825	401
905	3829	397
906	3833	393
907	3837	388
908	3842	384
909	3846	380
910	3849	376
911	3853	371
912	3857	367
913	3861	363
914	3864	359
915	3869	354
916	3872	350
917	3877	346
918	3881	342
919	3886	337
920	3889	333
921	3893	329
922	3897	325
923	3901	320
924	3905	316
925	3909	312
926	3913	308
927	3917	303
928	3921	299
929	3925	295
930	3929	291
931	3933	287
932	3938	282
933	3944	278
934	3950	274
935	3954	270
936	3958	266
937	3963	261
938	3967	257
939	3970	253
940	3974	249
941	3979	245
942	3983	240
943	3986	236
944	3991	232
945	3994	228
946	3998	223
947	4002	219
948	4005	215
949	4009	211
950	4013	206
951	4017	202
952	4020	198
953	4024	194
954	4028	189
955	4032	185
956	4035	181
957	4039	177
958	4043	172
959	4047	168
960	4051	164
961	4055	160
962	4058	155
963	4062	151
964	4065	147
965	4069	143
966	4073	139
967	4077	134
968	4082	130
969	4085	126
970	4090	122
971	4094	117
972	4099	113
973	4103	109
974	4107	105
975	4111	101
976	4116	96
977	4120	92
978	4125	88
979	4130	84
980	4134	80
981	4138	75
982	4141	71
983	4146	67
984	4149	63
985	4153	58
986	4157	54
987	4161	50
988	4165	46
989	4169	42
990	4173	37
991	4177	33
992	4182	29
993	4186	25
994	4190	21
995	4194	16
996	4198	12
997	4202	8
998	4206	4
999	4211	0
